params,mean_rmse,std_rmse,scores
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.7, 'colsample_bytree': 0.7, 'n_estimators': 300, 'gamma': 0, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",39.150570412308525,0.4427620622756037,[39.93401835 38.81517737 39.33172023 38.94354943 38.72838668]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.7, 'colsample_bytree': 0.7, 'n_estimators': 300, 'gamma': 0.1, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",39.150570408482174,0.4427620565432741,[39.93401834 38.81517738 39.33172023 38.94354942 38.72838668]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.7, 'colsample_bytree': 0.7, 'n_estimators': 300, 'gamma': 0.2, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",39.15057040869784,0.4427620566315106,[39.93401834 38.81517738 39.33172024 38.94354942 38.72838668]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.7, 'colsample_bytree': 0.8, 'n_estimators': 100, 'gamma': 0, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",53.169572252249985,0.5648426226192222,[54.1703458  52.41460721 53.12898997 53.04448468 53.0894336 ]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.7, 'colsample_bytree': 0.8, 'n_estimators': 100, 'gamma': 0.1, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",53.169572252249985,0.5648426226192222,[54.1703458  52.41460721 53.12898997 53.04448468 53.0894336 ]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.7, 'colsample_bytree': 0.8, 'n_estimators': 100, 'gamma': 0.2, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",53.169572252249985,0.5648426226192222,[54.1703458  52.41460721 53.12898997 53.04448468 53.0894336 ]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.7, 'colsample_bytree': 0.8, 'n_estimators': 200, 'gamma': 0, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",42.347111856646805,0.4402425784354143,[43.18264769 41.88013022 42.24979408 42.26902762 42.15395967]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.7, 'colsample_bytree': 0.8, 'n_estimators': 200, 'gamma': 0.1, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",42.34711796352493,0.4402414948720895,[43.18264769 41.88013021 42.24979408 42.26905813 42.1539597 ]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.7, 'colsample_bytree': 0.8, 'n_estimators': 200, 'gamma': 0.2, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",42.34711796352493,0.4402414948720895,[43.18264769 41.88013021 42.24979408 42.26905813 42.1539597 ]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.7, 'colsample_bytree': 0.8, 'n_estimators': 300, 'gamma': 0, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",37.48588217756064,0.4768695500898004,[38.34073708 37.14102014 37.65658496 37.26065035 37.03041836]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.7, 'colsample_bytree': 0.8, 'n_estimators': 300, 'gamma': 0.1, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",37.483938540625054,0.47780248443549495,[38.34073708 37.14102013 37.65658496 37.25093214 37.03041839]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.7, 'colsample_bytree': 0.8, 'n_estimators': 300, 'gamma': 0.2, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",37.48393856536823,0.47780246094979334,[38.34073708 37.14102013 37.65658496 37.25093214 37.03041851]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.7, 'colsample_bytree': 0.9, 'n_estimators': 100, 'gamma': 0, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",52.066865322887296,0.6733058816529055,[53.22803951 51.19574491 52.09389581 52.14126731 51.67537907]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.7, 'colsample_bytree': 0.9, 'n_estimators': 100, 'gamma': 0.1, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",52.066864764152264,0.6733062065240548,[53.22803951 51.19574491 52.09389581 52.14126731 51.67537628]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.7, 'colsample_bytree': 0.9, 'n_estimators': 100, 'gamma': 0.2, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",52.06686415931406,0.6733051634285842,[53.22803649 51.19574491 52.09389581 52.14126731 51.67537628]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.7, 'colsample_bytree': 0.9, 'n_estimators': 200, 'gamma': 0, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",41.24031050129341,0.5608547178485992,[42.19420603 40.56823703 41.42361962 41.19404427 40.82144555]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.7, 'colsample_bytree': 0.9, 'n_estimators': 200, 'gamma': 0.1, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",41.24031085663955,0.5608544588888132,[42.19420603 40.56823703 41.42361962 41.19404432 40.82144728]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.7, 'colsample_bytree': 0.9, 'n_estimators': 200, 'gamma': 0.2, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",41.23903658802825,0.5604438621230714,[42.19420691 40.56823703 41.4172474  41.19404432 40.82144728]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.7, 'colsample_bytree': 0.9, 'n_estimators': 300, 'gamma': 0, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",36.27434862428129,0.508140303229898,[36.90205572 35.81127764 36.8548256  36.08622584 35.71735832]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.7, 'colsample_bytree': 0.9, 'n_estimators': 300, 'gamma': 0.1, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",36.27434897499907,0.508139925149149,[36.90205572 35.81127764 36.85482561 36.08622586 35.71736004]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.7, 'colsample_bytree': 0.9, 'n_estimators': 300, 'gamma': 0.2, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",36.279659311156124,0.5142800997638013,[36.90205663 35.81127764 36.88137633 36.08622586 35.71736009]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.7, 'n_estimators': 100, 'gamma': 0, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",54.84926452943226,0.6118539687776011,[55.95232908 54.12403721 54.88239682 54.791385   54.49617453]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.7, 'n_estimators': 100, 'gamma': 0.1, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",54.84926452943226,0.6118539687776011,[55.95232908 54.12403721 54.88239682 54.791385   54.49617453]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.7, 'n_estimators': 100, 'gamma': 0.2, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",54.84926452943226,0.6118539687776011,[55.95232908 54.12403721 54.88239682 54.791385   54.49617453]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.7, 'n_estimators': 200, 'gamma': 0, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",44.178010627610625,0.5312365547655471,[45.00596125 43.85384953 44.52289033 44.0195867  43.48776533]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.7, 'n_estimators': 200, 'gamma': 0.1, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",44.17801063535452,0.5312365447037649,[45.00596125 43.85384953 44.52289033 44.0195867  43.48776536]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.7, 'n_estimators': 200, 'gamma': 0.2, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",44.178010644809945,0.5312365324181672,[45.00596125 43.85384953 44.52289033 44.0195867  43.48776541]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.7, 'n_estimators': 300, 'gamma': 0, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",39.12816571407301,0.4770408226513396,[39.92304788 38.90088386 39.39790136 38.83404082 38.58495465]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.7, 'n_estimators': 300, 'gamma': 0.1, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",39.12816587682023,0.47704063732955615,[39.92304788 38.90088386 39.39790136 38.83404082 38.58495547]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.7, 'n_estimators': 300, 'gamma': 0.2, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",39.12816590803926,0.47704066671577444,[39.92304799 38.90088386 39.39790136 38.83404082 38.58495551]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.8, 'n_estimators': 100, 'gamma': 0, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",53.20016232516356,0.645228396807316,[54.30661085 52.37020753 53.3118119  53.20702833 52.80515301]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.8, 'n_estimators': 100, 'gamma': 0.1, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",53.20016232145082,0.645228399080257,[54.30661085 52.37020753 53.3118119  53.20702833 52.80515299]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.8, 'n_estimators': 100, 'gamma': 0.2, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",53.200162400525485,0.6452283506706988,[54.30661085 52.37020753 53.3118119  53.20702833 52.80515338]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.8, 'n_estimators': 200, 'gamma': 0, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",42.410259803615936,0.46819248653391027,[43.18866468 42.05430676 42.62459167 42.33136683 41.85236908]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.8, 'n_estimators': 200, 'gamma': 0.1, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",42.410259851294484,0.46819245378928054,[43.18866468 42.05430704 42.62459167 42.33136683 41.85236904]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.8, 'n_estimators': 200, 'gamma': 0.2, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",42.41025923381246,0.4681928361988013,[43.18866404 42.05430717 42.62459167 42.33136683 41.85236646]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.8, 'n_estimators': 300, 'gamma': 0, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",37.400639277102805,0.4741137161781469,[38.14197454 37.00369824 37.71988134 37.28637212 36.85127015]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.8, 'n_estimators': 300, 'gamma': 0.1, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",37.40063931799318,0.4741136837741262,[38.14197454 37.00369847 37.71988134 37.28637212 36.85127012]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.8, 'n_estimators': 300, 'gamma': 0.2, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",37.40063855366591,0.47411432736865683,[38.14197409 37.00369862 37.71988134 37.28637208 36.85126664]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.9, 'n_estimators': 100, 'gamma': 0, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",52.01339708083365,0.7324511688753603,[53.33952532 51.20885858 52.17600905 51.7607854  51.58180706]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.9, 'n_estimators': 100, 'gamma': 0.1, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",52.01339708083365,0.7324511688753603,[53.33952532 51.20885858 52.17600905 51.7607854  51.58180706]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.9, 'n_estimators': 100, 'gamma': 0.2, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",52.01339708083365,0.7324511688753603,[53.33952532 51.20885858 52.17600905 51.7607854  51.58180706]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.9, 'n_estimators': 200, 'gamma': 0, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",41.23812929876594,0.536186978558612,[42.18338146 40.93652989 41.44151398 40.97727126 40.6519499 ]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.9, 'n_estimators': 200, 'gamma': 0.1, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",41.23812929670231,0.5361869749206036,[42.18338145 40.93652989 41.44151398 40.97727126 40.6519499 ]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.9, 'n_estimators': 200, 'gamma': 0.2, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",41.238129377912365,0.536186886138789,[42.18338145 40.93652989 41.44151398 40.97727126 40.65195031]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.9, 'n_estimators': 300, 'gamma': 0, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",36.13089554969992,0.5048620958896547,[36.84124312 35.74656136 36.57939462 35.98964345 35.4976352 ]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.9, 'n_estimators': 300, 'gamma': 0.1, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",36.13089554719016,0.5048620923583909,[36.8412431  35.74656136 36.57939462 35.98964345 35.4976352 ]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.8, 'colsample_bytree': 0.9, 'n_estimators': 300, 'gamma': 0.2, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",36.13089516449925,0.5048625723769145,[36.8412431  35.74656136 36.57939462 35.98964345 35.49763329]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.9, 'colsample_bytree': 0.7, 'n_estimators': 100, 'gamma': 0, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",54.915577237519244,0.7340747079551014,[56.24965708 54.0893056  54.8949563  54.90940052 54.43456669]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.9, 'colsample_bytree': 0.7, 'n_estimators': 100, 'gamma': 0.1, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",54.915577237519244,0.7340747079551014,[56.24965708 54.0893056  54.8949563  54.90940052 54.43456669]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.9, 'colsample_bytree': 0.7, 'n_estimators': 100, 'gamma': 0.2, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",54.91557724053846,0.734074707929697,[56.24965708 54.0893056  54.8949563  54.90940053 54.43456669]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.9, 'colsample_bytree': 0.7, 'n_estimators': 200, 'gamma': 0, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",44.34179909802439,0.6698373694034825,[45.45871539 43.78679313 44.58838916 44.3249981  43.5500997 ]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.9, 'colsample_bytree': 0.7, 'n_estimators': 200, 'gamma': 0.1, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",44.34179909747998,0.6698373700469349,[45.45871539 43.78679313 44.58838916 44.3249981  43.5500997 ]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.9, 'colsample_bytree': 0.7, 'n_estimators': 200, 'gamma': 0.2, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",44.34179936513725,0.6698374672490156,[45.45871539 43.78679313 44.58839048 44.32499812 43.5500997 ]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.9, 'colsample_bytree': 0.7, 'n_estimators': 300, 'gamma': 0, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",39.065040434902684,0.5254226504322453,[39.86021477 38.7307396  39.43208169 38.93290288 38.36926323]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.9, 'colsample_bytree': 0.7, 'n_estimators': 300, 'gamma': 0.1, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",39.065040475388166,0.5254225968204088,[39.86021477 38.7307396  39.43208169 38.93290288 38.36926344]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.9, 'colsample_bytree': 0.7, 'n_estimators': 300, 'gamma': 0.2, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",39.0650410994668,0.5254230323120491,[39.86021478 38.7307396  39.4320848  38.93290289 38.36926344]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.9, 'colsample_bytree': 0.8, 'n_estimators': 100, 'gamma': 0, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",53.22210734254789,0.7479937936982534,[54.55745327 52.40329828 53.37718056 53.10344142 52.66916319]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.9, 'colsample_bytree': 0.8, 'n_estimators': 100, 'gamma': 0.1, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",53.22210734254789,0.7479937936982534,[54.55745327 52.40329828 53.37718056 53.10344142 52.66916319]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.9, 'colsample_bytree': 0.8, 'n_estimators': 100, 'gamma': 0.2, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",53.22210734254789,0.7479937936982534,[54.55745327 52.40329828 53.37718056 53.10344142 52.66916319]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.9, 'colsample_bytree': 0.8, 'n_estimators': 200, 'gamma': 0, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",42.42883822174325,0.6206403341536443,[43.50572373 42.10486014 42.68766658 42.12610966 41.71983101]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.9, 'colsample_bytree': 0.8, 'n_estimators': 200, 'gamma': 0.1, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",42.428838221743455,0.6206403341535451,[43.50572373 42.10486014 42.68766658 42.12610966 41.71983101]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.9, 'colsample_bytree': 0.8, 'n_estimators': 200, 'gamma': 0.2, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",42.42883822869408,0.6206403305252737,[43.50572373 42.10486017 42.68766658 42.12610966 41.71983101]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.9, 'colsample_bytree': 0.8, 'n_estimators': 300, 'gamma': 0, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",37.30941729885802,0.5405033812583618,[38.07533865 37.15242953 37.7309521  37.05952696 36.52883926]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.9, 'colsample_bytree': 0.8, 'n_estimators': 300, 'gamma': 0.1, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",37.30941729887362,0.5405033812511532,[38.07533865 37.15242953 37.7309521  37.05952696 36.52883926]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.9, 'colsample_bytree': 0.8, 'n_estimators': 300, 'gamma': 0.2, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",37.30941732977563,0.5405033498805117,[38.07533865 37.15242959 37.7309521  37.05952696 36.52883935]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.9, 'colsample_bytree': 0.9, 'n_estimators': 100, 'gamma': 0, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",52.073831657620744,0.7162216831402839,[53.30064771 51.32721128 52.39972454 51.85953633 51.48203843]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.9, 'colsample_bytree': 0.9, 'n_estimators': 100, 'gamma': 0.1, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",52.073831657620744,0.7162216831402839,[53.30064771 51.32721128 52.39972454 51.85953633 51.48203843]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.9, 'colsample_bytree': 0.9, 'n_estimators': 100, 'gamma': 0.2, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",52.073831657620744,0.7162216831402839,[53.30064771 51.32721128 52.39972454 51.85953633 51.48203843]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.9, 'colsample_bytree': 0.9, 'n_estimators': 200, 'gamma': 0, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",41.286259101685864,0.5940955113292965,[42.17565534 40.89526103 41.75575266 41.05922844 40.54539805]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.9, 'colsample_bytree': 0.9, 'n_estimators': 200, 'gamma': 0.1, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",41.28625910836158,0.5940955030044123,[42.17565534 40.89526103 41.75575266 41.05922844 40.54539808]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.9, 'colsample_bytree': 0.9, 'n_estimators': 200, 'gamma': 0.2, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",41.28625893492415,0.5940953514513206,[42.17565534 40.89526104 41.75575175 41.05922844 40.54539811]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.9, 'colsample_bytree': 0.9, 'n_estimators': 300, 'gamma': 0, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",36.25534018675462,0.6230946300511918,[36.98512312 35.80736845 37.01658406 35.93935901 35.5282663 ]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.9, 'colsample_bytree': 0.9, 'n_estimators': 300, 'gamma': 0.1, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",36.255340185605846,0.623094631391675,[36.98512312 35.80736845 37.01658406 35.93935901 35.52826629]
"{'learning_rate': 0.01, 'max_depth': 7, 'subsample': 0.9, 'colsample_bytree': 0.9, 'n_estimators': 300, 'gamma': 0.2, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",36.255337335912046,0.6230963864669434,[36.98512312 35.80735493 37.0165833  35.93935901 35.52826631]
"{'learning_rate': 0.05, 'max_depth': 3, 'subsample': 0.7, 'colsample_bytree': 0.7, 'n_estimators': 100, 'gamma': 0, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",53.59477015292416,1.0603629476168195,[55.20888786 53.60479106 53.73300181 53.56337588 51.86379415]
"{'learning_rate': 0.05, 'max_depth': 3, 'subsample': 0.7, 'colsample_bytree': 0.7, 'n_estimators': 100, 'gamma': 0.1, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",53.59477015292416,1.0603629476168195,[55.20888786 53.60479106 53.73300181 53.56337588 51.86379415]
"{'learning_rate': 0.05, 'max_depth': 3, 'subsample': 0.7, 'colsample_bytree': 0.7, 'n_estimators': 100, 'gamma': 0.2, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",53.59477015292416,1.0603629476168195,[55.20888786 53.60479106 53.73300181 53.56337588 51.86379415]
"{'learning_rate': 0.05, 'max_depth': 3, 'subsample': 0.7, 'colsample_bytree': 0.7, 'n_estimators': 200, 'gamma': 0, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",42.5585883522031,1.1685255030201345,[43.48895023 43.94168261 42.3521611  42.4501503  40.55999752]
"{'learning_rate': 0.05, 'max_depth': 3, 'subsample': 0.7, 'colsample_bytree': 0.7, 'n_estimators': 200, 'gamma': 0.1, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",42.5585883522031,1.1685255030201345,[43.48895023 43.94168261 42.3521611  42.4501503  40.55999752]
"{'learning_rate': 0.05, 'max_depth': 3, 'subsample': 0.7, 'colsample_bytree': 0.7, 'n_estimators': 200, 'gamma': 0.2, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",42.5585883522031,1.1685255030201345,[43.48895023 43.94168261 42.3521611  42.4501503  40.55999752]
"{'learning_rate': 0.05, 'max_depth': 3, 'subsample': 0.7, 'colsample_bytree': 0.7, 'n_estimators': 300, 'gamma': 0, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",35.98046094889153,0.8875893316198589,[37.11876206 36.12316294 36.63721879 35.4079334  34.61522757]
"{'learning_rate': 0.05, 'max_depth': 3, 'subsample': 0.7, 'colsample_bytree': 0.7, 'n_estimators': 300, 'gamma': 0.1, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",35.98046094889153,0.8875893316198589,[37.11876206 36.12316294 36.63721879 35.4079334  34.61522757]
"{'learning_rate': 0.05, 'max_depth': 3, 'subsample': 0.7, 'colsample_bytree': 0.7, 'n_estimators': 300, 'gamma': 0.2, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",35.98046094889153,0.8875893316198589,[37.11876206 36.12316294 36.63721879 35.4079334  34.61522757]
"{'learning_rate': 0.05, 'max_depth': 3, 'subsample': 0.7, 'colsample_bytree': 0.8, 'n_estimators': 100, 'gamma': 0, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",52.42171857588842,1.1070804700052077,[54.45441023 52.57311618 52.19554263 51.49525683 51.39026701]
"{'learning_rate': 0.05, 'max_depth': 3, 'subsample': 0.7, 'colsample_bytree': 0.8, 'n_estimators': 100, 'gamma': 0.1, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",52.42171857588842,1.1070804700052077,[54.45441023 52.57311618 52.19554263 51.49525683 51.39026701]
"{'learning_rate': 0.05, 'max_depth': 3, 'subsample': 0.7, 'colsample_bytree': 0.8, 'n_estimators': 100, 'gamma': 0.2, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",52.42171857588842,1.1070804700052077,[54.45441023 52.57311618 52.19554263 51.49525683 51.39026701]
"{'learning_rate': 0.05, 'max_depth': 3, 'subsample': 0.7, 'colsample_bytree': 0.8, 'n_estimators': 200, 'gamma': 0, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",41.41762518841294,1.160553342437994,[43.67470747 40.9134493  41.23213992 40.38592543 40.88190383]
"{'learning_rate': 0.05, 'max_depth': 3, 'subsample': 0.7, 'colsample_bytree': 0.8, 'n_estimators': 200, 'gamma': 0.1, 'objective': 'reg:squarederror', 'random_state': 42, 'n_jobs': -1}",41.41762518841294,1.160553342437994,[43.67470747 40.9134493  41.23213992 40.38592543 40.88190383]
